================ Training Loss (Wed May 25 23:23:06 2022) ================
(epoch: 1, iters: 100, time: 0.860, data: 3.905) D_A: 0.239 G_A: 0.328 cycle_A: 0.844 idt_A: 1.127 D_B: 0.273 G_B: 0.454 cycle_B: 2.334 idt_B: 0.422 
(epoch: 1, iters: 200, time: 0.868, data: 0.001) D_A: 0.243 G_A: 0.408 cycle_A: 0.936 idt_A: 1.121 D_B: 0.245 G_B: 0.278 cycle_B: 2.535 idt_B: 0.451 
(epoch: 1, iters: 300, time: 0.873, data: 0.001) D_A: 0.230 G_A: 0.345 cycle_A: 2.371 idt_A: 0.816 D_B: 0.344 G_B: 0.363 cycle_B: 2.187 idt_B: 0.911 
(epoch: 1, iters: 400, time: 1.163, data: 0.000) D_A: 0.101 G_A: 0.332 cycle_A: 1.926 idt_A: 0.407 D_B: 0.485 G_B: 0.448 cycle_B: 0.921 idt_B: 0.927 
(epoch: 1, iters: 500, time: 0.877, data: 0.000) D_A: 0.272 G_A: 0.157 cycle_A: 0.717 idt_A: 0.680 D_B: 0.217 G_B: 0.395 cycle_B: 1.513 idt_B: 0.371 
(epoch: 1, iters: 600, time: 0.864, data: 0.001) D_A: 0.205 G_A: 0.463 cycle_A: 2.442 idt_A: 0.551 D_B: 0.148 G_B: 0.413 cycle_B: 1.286 idt_B: 1.333 
(epoch: 1, iters: 700, time: 0.866, data: 0.000) D_A: 0.217 G_A: 0.353 cycle_A: 2.038 idt_A: 0.726 D_B: 0.185 G_B: 0.763 cycle_B: 1.484 idt_B: 1.064 
(epoch: 1, iters: 800, time: 1.112, data: 0.000) D_A: 0.328 G_A: 0.250 cycle_A: 1.082 idt_A: 0.652 D_B: 0.403 G_B: 0.912 cycle_B: 1.381 idt_B: 0.577 
(epoch: 1, iters: 900, time: 0.864, data: 0.001) D_A: 0.083 G_A: 0.749 cycle_A: 0.864 idt_A: 0.617 D_B: 0.104 G_B: 1.076 cycle_B: 1.654 idt_B: 0.387 
(epoch: 1, iters: 1000, time: 0.866, data: 0.001) D_A: 0.377 G_A: 0.336 cycle_A: 0.884 idt_A: 0.633 D_B: 0.112 G_B: 0.376 cycle_B: 2.567 idt_B: 0.379 
(epoch: 1, iters: 1100, time: 0.866, data: 0.000) D_A: 0.173 G_A: 0.364 cycle_A: 1.126 idt_A: 0.434 D_B: 0.158 G_B: 0.551 cycle_B: 1.133 idt_B: 0.463 
(epoch: 2, iters: 75, time: 1.154, data: 0.001) D_A: 0.226 G_A: 0.179 cycle_A: 1.435 idt_A: 0.379 D_B: 0.116 G_B: 0.668 cycle_B: 0.856 idt_B: 0.658 
(epoch: 2, iters: 175, time: 0.873, data: 0.001) D_A: 0.317 G_A: 0.266 cycle_A: 3.424 idt_A: 0.754 D_B: 0.218 G_B: 0.232 cycle_B: 1.749 idt_B: 1.716 
(epoch: 2, iters: 275, time: 0.873, data: 0.001) D_A: 0.184 G_A: 0.469 cycle_A: 1.391 idt_A: 0.792 D_B: 0.223 G_B: 1.424 cycle_B: 1.712 idt_B: 0.563 
(epoch: 2, iters: 375, time: 0.869, data: 0.001) D_A: 0.243 G_A: 0.805 cycle_A: 2.136 idt_A: 0.947 D_B: 0.064 G_B: 0.660 cycle_B: 2.087 idt_B: 1.075 
(epoch: 2, iters: 475, time: 1.163, data: 0.000) D_A: 0.362 G_A: 0.540 cycle_A: 0.867 idt_A: 0.579 D_B: 0.167 G_B: 0.332 cycle_B: 1.243 idt_B: 0.404 
(epoch: 2, iters: 575, time: 0.872, data: 0.000) D_A: 0.212 G_A: 0.142 cycle_A: 0.601 idt_A: 0.639 D_B: 0.279 G_B: 1.194 cycle_B: 1.389 idt_B: 0.263 
(epoch: 2, iters: 675, time: 0.865, data: 0.001) D_A: 0.139 G_A: 0.755 cycle_A: 2.773 idt_A: 0.348 D_B: 0.117 G_B: 0.420 cycle_B: 0.888 idt_B: 1.304 
(epoch: 2, iters: 775, time: 0.867, data: 0.001) D_A: 0.202 G_A: 0.543 cycle_A: 0.685 idt_A: 0.837 D_B: 0.138 G_B: 1.220 cycle_B: 1.836 idt_B: 0.279 
(epoch: 2, iters: 875, time: 1.152, data: 0.001) D_A: 0.265 G_A: 0.816 cycle_A: 1.207 idt_A: 0.284 D_B: 0.078 G_B: 0.654 cycle_B: 0.562 idt_B: 0.598 
(epoch: 2, iters: 975, time: 0.866, data: 0.001) D_A: 0.326 G_A: 0.294 cycle_A: 2.198 idt_A: 0.615 D_B: 0.242 G_B: 0.479 cycle_B: 1.363 idt_B: 0.837 
(epoch: 2, iters: 1075, time: 0.872, data: 0.001) D_A: 0.381 G_A: 0.550 cycle_A: 2.828 idt_A: 0.521 D_B: 0.153 G_B: 0.096 cycle_B: 1.198 idt_B: 1.267 
(epoch: 3, iters: 50, time: 0.868, data: 0.000) D_A: 0.265 G_A: 1.214 cycle_A: 1.056 idt_A: 0.472 D_B: 0.117 G_B: 0.661 cycle_B: 1.258 idt_B: 0.519 
(epoch: 3, iters: 150, time: 1.153, data: 0.001) D_A: 0.144 G_A: 0.855 cycle_A: 0.711 idt_A: 0.541 D_B: 0.042 G_B: 0.271 cycle_B: 1.411 idt_B: 0.307 
(epoch: 3, iters: 250, time: 0.871, data: 0.001) D_A: 0.143 G_A: 0.478 cycle_A: 1.444 idt_A: 0.293 D_B: 0.241 G_B: 0.840 cycle_B: 0.722 idt_B: 0.644 
(epoch: 3, iters: 350, time: 0.866, data: 0.000) D_A: 0.203 G_A: 0.620 cycle_A: 1.884 idt_A: 0.397 D_B: 0.121 G_B: 0.301 cycle_B: 1.439 idt_B: 0.879 
(epoch: 3, iters: 450, time: 0.868, data: 0.001) D_A: 0.222 G_A: 0.277 cycle_A: 0.760 idt_A: 0.428 D_B: 0.148 G_B: 0.505 cycle_B: 1.060 idt_B: 0.285 
(epoch: 3, iters: 550, time: 1.162, data: 0.000) D_A: 0.152 G_A: 0.437 cycle_A: 1.422 idt_A: 0.367 D_B: 0.148 G_B: 0.710 cycle_B: 1.130 idt_B: 0.788 
(epoch: 3, iters: 650, time: 0.869, data: 0.000) D_A: 0.156 G_A: 0.324 cycle_A: 1.295 idt_A: 0.464 D_B: 0.221 G_B: 0.458 cycle_B: 1.382 idt_B: 0.558 
(epoch: 3, iters: 750, time: 0.874, data: 0.000) D_A: 0.207 G_A: 0.909 cycle_A: 1.797 idt_A: 0.565 D_B: 0.156 G_B: 0.357 cycle_B: 1.566 idt_B: 0.642 
